ad_id,campaign_name,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,location,device,keyword,ctr,roi
A2329,data anlytics corse,149.0,4550.0,219.44,11.0,9.0,0.06,1659.0,,hyderabad,tablet,online data analytic,0.03274725274725275,6.560153117025155
A2330,data anlytics corse,100.0,5805.0,181.27,15.0,4.0,0.04,1195.0,,hyderabad,desktop,learn data analytics,0.017226528854435832,5.592376013681249
A2331,data analytics corse,105.0,5156.0,201.01,25.0,10.0,0.09523809523809523,1472.0,2024-11-11,hydrebad,desktop,analytics for data,0.020364623739332816,6.323018755285807
A2332,data analytcis course,86.0,5060.0,249.4,15.0,4.0,0.047,1761.0,,hyderbad,tablet,data analitics online,0.01699604743083004,6.060946271050521
A2333,data analytcis course,93.0,5178.0,245.13,14.0,5.0,0.054,1080.0,,hydrebad,mobile,data analitics online,0.017960602549246814,3.4058254803573615
A2334,data analytcis course,180.0,3076.0,227.91,12.0,10.0,0.056,,,hydrebad,desktop,online data analytic,0.05851755526657997,
A2335,data analytcis course,156.0,3218.0,235.69,28.0,6.0,0.038,1289.0,2024-11-16,hyderabad,tablet,data analitics online,0.048477315102548164,4.469048326191183
A2336,data anlytics corse,124.0,4682.0,207.53,20.0,3.0,0.033,1550.0,,hydrebad,tablet,online data analytic,0.02648440837249039,6.468799691610852
A2337,dataanalyticscourse,177.0,3592.0,205.25,29.0,9.0,0.051,1271.0,2024-11-15,hyderabad,desktop,data anaytics training,0.04927616926503341,5.192448233861145
A2338,data analytics corse,156.0,3506.0,242.9,13.0,,,1208.0,,hyderabad,desktop,analytics for data,0.04449515116942385,3.973240016467682
A2339,data analytics corse,132.0,3562.0,238.34,23.0,4.0,0.03,1033.0,,hyderabad,tablet,data analytics course,0.03705783267827063,3.3341444994545606
A2340,data analytcis course,178.0,,203.6,12.0,3.0,0.017,1155.0,2024-11-02,hyderabad,tablet,analytics for data,,4.672888015717092
A2341,data analytcis course,153.0,3953.0,237.56,20.0,6.0,0.053,1388.0,,hyderabad,tablet,learn data analytics,0.038704781178851504,4.842734467082001
A2342,data analytics corse,187.0,4891.0,223.99,14.0,8.0,0.043,1014.0,,hydrebad,mobile,online data analytic,0.03823349008382744,3.5269878119558906
A2343,data analytics corse,155.0,4976.0,183.21,10.0,5.0,0.053,1554.0,,hyderabad,tablet,online data analytic,0.03114951768488746,7.482069756017684
A2344,data analytics corse,90.0,5781.0,200.71,28.0,5.0,0.046,,,hydrebad,mobile,data analitics online,0.015568240788790867,
A2345,data analytcis course,172.0,3001.0,210.62,14.0,4.0,0.023,1192.0,,hyderabad,tablet,data analitics online,0.05731422859046984,4.65948153071883
A2346,data analytics corse,92.0,5728.0,224.5,14.0,9.0,0.098,1876.0,,hyderabad,tablet,online data analytic,0.01606145251396648,7.356347438752784
A2347,data anlytics corse,162.0,5103.0,188.15,13.0,9.0,0.056,1264.0,2024-11-28,hyderabad,mobile,analytics for data,0.031746031746031744,5.718044113739038
A2348,data analytics corse,193.0,3131.0,198.1,22.0,5.0,0.035,1870.0,,hydrebad,tablet,data analytics course,0.06164164803577132,8.439676930843008
A2349,data analytcis course,,3547.0,238.34,13.0,5.0,,1130.0,,hyderabad,desktop,data analitics online,,3.7411261223462278
A2350,data analytcis course,185.0,4070.0,200.95,21.0,5.0,0.027,1503.0,2024-11-07,hyderabad,mobile,online data analytic,0.045454545454545456,6.479472505598408
A2351,data analytcis course,117.0,3350.0,243.68,23.0,5.0,0.056,1204.0,,hyderabad,desktop,analytics for data,0.03492537313432836,3.9409061063690083
A2352,dataanalyticscourse,123.0,4976.0,244.49,14.0,4.0,0.033,1579.0,,hyderbad,desktop,analytics for data,0.024718649517684887,5.458341854472575
A2353,dataanalyticscourse,181.0,5612.0,203.66,17.0,3.0,0.017,,,hyderabad,tablet,data anaytics training,0.03225231646471846,
A2354,data analytcis course,118.0,4390.0,214.04,24.0,8.0,0.068,1071.0,,hyderabad,tablet,analytics for data,0.026879271070615034,4.0037376191366105
A2355,data analytics corse,82.0,3698.0,229.12,30.0,9.0,0.11,1246.0,,hyderabad,mobile,learn data analytics,0.022174148188209845,4.438198324022347
A2356,data analytics corse,175.0,4295.0,195.17,18.0,6.0,0.03428571428571429,1939.0,,hyderabad,tablet,data analitics online,0.04074505238649592,8.934928523851001
A2357,data analytics corse,130.0,3332.0,202.06,14.0,5.0,0.038,1184.0,2024-11-14,hyderabad,desktop,online data analytic,0.039015606242496996,4.859645649806988
A2358,data analytcis course,92.0,4082.0,186.29,25.0,5.0,0.054,1046.0,2024-11-24,hyderbad,tablet,online data analytic,0.02253797158255757,4.614901497664931
A2359,data anlytics corse,159.0,4464.0,204.86,27.0,3.0,0.018867924528301886,1963.0,,hyderbad,tablet,analytics for data,0.035618279569892476,8.582153665918186
A2360,dataanalyticscourse,193.0,5263.0,240.5,18.0,6.0,0.054,1670.0,2024-11-21,hyderabad,tablet,online data analytic,0.03667110013300399,5.943866943866944
A2361,data anlytics corse,98.0,4371.0,246.23,25.0,7.0,0.071,1114.0,,hyderabad,tablet,analytics for data,0.022420498741706704,3.524225317792308
A2362,data analytics corse,176.0,3657.0,209.44,19.0,3.0,0.017,1171.0,,hydrebad,desktop,online data analytic,0.04812687995624829,4.591100076394194
A2363,data analytics corse,182.0,5833.0,243.72,20.0,5.0,0.027,1206.0,,hydrebad,desktop,data analytics course,0.03120178295902623,3.9483013293943867
A2364,data analytcis course,85.0,3077.0,200.16,11.0,10.0,0.118,1876.0,2024-11-23,hyderabad,mobile,analytics for data,0.027624309392265192,8.372501998401278
A2365,data analytcis course,98.0,3646.0,239.05,14.0,6.0,0.034,1586.0,,hydrebad,desktop,data analytics course,0.026878771256171146,5.6345952729554485
A2366,data analytics corse,160.0,3139.0,230.55,28.0,5.0,0.031,1449.0,,hyderabad,desktop,analytics for data,0.05097164702134438,5.284970722186077
A2367,data analytcis course,179.0,4005.0,232.47,16.0,10.0,0.056,1553.0,,hyderabad,desktop,analytics for data,0.04469413233458177,5.680431883683916
A2368,data analytics corse,,4315.0,196.3,24.0,5.0,,1364.0,2024-11-26,hyderabad,mobile,data analytics course,,5.948548140601121
A2369,dataanalyticscourse,195.0,3876.0,187.59,28.0,3.0,0.015384615384615385,1828.0,,hyderbad,mobile,data analytics course,0.05030959752321981,8.744655898502053
A2370,dataanalyticscourse,197.0,3174.0,,22.0,7.0,0.036,1527.0,2024-11-14,hyderbad,tablet,data analitics online,0.06206679269061122,
A2371,data analytics corse,92.0,5550.0,226.38,28.0,8.0,0.087,1322.0,,hyderabad,tablet,learn data analytics,0.016576576576576577,4.839738492799717
A2372,dataanalyticscourse,90.0,3526.0,211.39,10.0,3.0,0.037,1395.0,2024-11-20,hyderbad,desktop,online data analytic,0.025524673851389675,5.599176876862672
A2373,data analytics corse,149.0,3192.0,,,4.0,0.038,1708.0,2024-11-14,hyderbad,tablet,online data analytic,0.046679197994987466,
A2374,dataanalyticscourse,82.0,4132.0,247.13,11.0,6.0,0.073,1091.0,,hyderabad,tablet,data anaytics training,0.01984511132623427,3.4146805325132523
A2375,data analytcis course,151.0,5826.0,226.53,16.0,8.0,0.053,1511.0,,hyderabad,desktop,learn data analytics,0.025918297288019223,5.670198207742904
A2376,data analytics corse,162.0,5997.0,240.29,20.0,5.0,0.035,1144.0,,hydrebad,mobile,data analitics online,0.027013506753376687,3.7609138957093515
A2377,data analytcis course,197.0,4541.0,243.81,19.0,9.0,0.057,1701.0,,hyderabad,desktop,data anaytics training,0.043382514864567276,5.976744186046512
A2378,data analytcis course,133.0,4642.0,184.52,22.0,4.0,0.032,1074.0,,hyderabad,desktop,online data analytic,0.02865144334338647,4.82050726208541
A2379,data analytics corse,194.0,5509.0,235.45,18.0,5.0,0.02577319587628866,1025.0,2024-11-12,hyderbad,tablet,online data analytic,0.03521510255944817,3.3533658950945
A2380,data analytics corse,169.0,3647.0,194.12,12.0,6.0,0.036,1697.0,,hydrebad,desktop,learn data analytics,0.046339457088017545,7.742015248300021
A2381,dataanalyticscourse,149.0,5209.0,183.91,18.0,10.0,0.06711409395973154,1799.0,,hyderabad,desktop,learn data analytics,0.028604338644653483,8.781958566690228
A2382,data analytcis course,124.0,5980.0,200.65,25.0,4.0,0.032,1768.0,,hydrebad,desktop,learn data analytics,0.02073578595317726,7.811363070022426
A2383,dataanalyticscourse,170.0,5443.0,235.99,23.0,5.0,0.029411764705882353,1314.0,,hyderabad,mobile,analytics for data,0.031232776042623554,4.568032543751854
A2384,dataanalyticscourse,127.0,5326.0,226.11,18.0,10.0,0.04,1040.0,,hyderabad,mobile,online data analytic,0.023845287269996244,3.599531201627526
A2385,data anlytics corse,114.0,5565.0,210.04,16.0,4.0,0.035,1800.0,,hydrebad,desktop,data anaytics training,0.020485175202156335,7.5697962292896595
A2386,data anlytics corse,154.0,3312.0,203.23,16.0,5.0,0.042,1977.0,2024-11-04,hyderabad,desktop,data anaytics training,0.0464975845410628,8.727894503764208
A2387,data analytics corse,,4369.0,225.53,28.0,4.0,,1241.0,,hyderabad,tablet,data analitics online,,4.502593889948122
A2388,data anlytics corse,126.0,3570.0,214.78,28.0,9.0,0.071,1078.0,,hyderbad,tablet,data anaytics training,0.03529411764705882,4.019089300679766
A2389,data analytcis course,,3883.0,225.89,23.0,5.0,,1183.0,,hydrebad,mobile,online data analytic,,4.237062286953828
A2390,data anlytics corse,125.0,5736.0,197.28,30.0,5.0,0.04,1265.0,,hyderbad,mobile,analytics for data,0.02179218967921897,5.41220600162206
A2391,data analytics corse,197.0,5921.0,214.97,18.0,6.0,0.03,1975.0,2024-11-14,hyderbad,desktop,learn data analytics,0.03327140685694984,8.187328464436899
A2392,data analytcis course,98.0,3687.0,206.7,12.0,10.0,0.10204081632653061,1640.0,,hyderabad,mobile,online data analytic,0.026579875237320316,6.934204160619255
A2393,data anlytics corse,164.0,5334.0,203.91,18.0,6.0,0.057,1128.0,,hyderbad,desktop,data analytics course,0.0307461567304087,4.531852287774019
A2394,data anlytics corse,111.0,4647.0,247.0,15.0,4.0,0.036036036036036036,1601.0,2024-11-29,hyderbad,desktop,learn data analytics,0.023886378308586184,5.481781376518219
A2395,data analytics corse,191.0,3485.0,212.43,10.0,7.0,0.03664921465968586,1813.0,,hydrebad,mobile,analytics for data,0.054806312769010046,7.534576095655039
A2396,data anlytics corse,149.0,5720.0,211.54,14.0,5.0,0.034,1612.0,,hyderabad,desktop,data analytics course,0.02604895104895105,6.620308215940248
A2397,data anlytics corse,183.0,3540.0,222.14,15.0,3.0,0.016,1248.0,,hyderabad,mobile,learn data analytics,0.051694915254237285,4.618078689114974
A2398,data analytcis course,198.0,4035.0,215.94,22.0,8.0,0.04040404040404041,,,hydrebad,mobile,learn data analytics,0.04907063197026022,
A2399,data analytcis course,170.0,3024.0,234.76,11.0,10.0,0.058823529411764705,1941.0,,hyderbad,mobile,learn data analytics,0.056216931216931214,7.268018401772022
A2400,data anlytics corse,174.0,4334.0,186.29,12.0,4.0,0.023,1457.0,2024-11-22,hydrebad,mobile,analytics for data,0.04014766958929396,6.821139084223523
A2401,data analytcis course,91.0,4038.0,197.15,23.0,6.0,0.066,1000.0,2024-11-29,hyderabad,mobile,data analitics online,0.022535908865775136,4.07227998985544
A2402,data analytcis course,197.0,4347.0,215.2,20.0,6.0,0.030456852791878174,1204.0,,hyderabad,desktop,online data analytic,0.04531861053600184,4.594795539033457
A2403,data analytcis course,,5803.0,203.03,16.0,8.0,0.034,1397.0,2024-11-30,hyderbad,mobile,analytics for data,,5.880756538442594
A2404,data anlytics corse,152.0,4182.0,233.45,19.0,5.0,0.033,1719.0,,hyderabad,mobile,data analytics course,0.03634624581539933,6.363461126579567
A2405,data analytcis course,189.0,4809.0,225.32,27.0,10.0,0.053,1324.0,2024-11-18,hyderabad,mobile,analytics for data,0.039301310043668124,4.876087342446299
A2406,dataanalyticscourse,,5640.0,210.51,13.0,8.0,,1536.0,,hyderabad,desktop,data analytics course,,6.296565483824997
A2407,data analytcis course,159.0,3401.0,222.71,18.0,3.0,0.019,1849.0,2024-11-05,hyderabad,desktop,data analitics online,0.046750955601293734,7.302276503075748
A2408,data analytcis course,175.0,5561.0,231.96,20.0,8.0,0.057,1174.0,2024-11-14,hyderabad,mobile,data analytics course,0.031469160222981477,4.061217451284704
A2409,dataanalyticscourse,175.0,5720.0,243.8,17.0,6.0,0.03428571428571429,,2024-11-26,hyderbad,desktop,data analitics online,0.030594405594405596,
A2410,data analytcis course,82.0,4898.0,215.11,25.0,8.0,0.098,1776.0,,hyderabad,tablet,analytics for data,0.016741527153940384,7.256240992980334
A2411,data analytcis course,146.0,5871.0,218.69,30.0,4.0,0.0273972602739726,,2024-11-22,hyderabad,desktop,learn data analytics,0.024867995230795435,
A2412,data anlytics corse,85.0,5954.0,201.88,18.0,6.0,0.071,1526.0,,hyderbad,tablet,analytics for data,0.014276116896204233,6.558945908460471
A2413,data anlytics corse,128.0,3487.0,236.19,25.0,6.0,0.047,1961.0,,hyderabad,tablet,data analytics course,0.03670777172354459,7.30263770693086
A2414,data analytics corse,153.0,3808.0,189.61,19.0,8.0,0.052,1246.0,,hyderabad,tablet,data analytics course,0.04017857142857143,5.57138336585623
A2415,data analytcis course,192.0,5720.0,243.11,30.0,9.0,0.046875,1555.0,2024-11-02,hydrebad,mobile,online data analytic,0.033566433566433566,5.396281518654106
A2416,data analytcis course,148.0,4721.0,189.48,26.0,8.0,0.054,1176.0,,hyderabad,mobile,online data analytic,0.0313492904045753,5.206459784673845
A2417,data analytics corse,153.0,4768.0,214.39,25.0,5.0,0.041,1837.0,,hydrebad,tablet,data analitics online,0.03208892617449664,7.568496664956389
A2418,data anlytics corse,,5494.0,187.68,23.0,8.0,0.046,1402.0,,hyderabad,tablet,data analytics course,,6.4701619778346116
A2419,dataanalyticscourse,169.0,,180.58,30.0,7.0,0.049,1661.0,2024-11-26,hyderbad,mobile,data anaytics training,,8.198139328829328
A2420,data analytics corse,146.0,5173.0,234.26,20.0,7.0,0.048,1089.0,2024-11-28,hyderabad,mobile,online data analytic,0.028223468006959213,3.648680952787501
A2421,dataanalyticscourse,81.0,4808.0,189.19,17.0,9.0,0.111,1759.0,,hyderabad,desktop,online data analytic,0.01684692179700499,8.297531582007505
A2422,data analytcis course,185.0,,234.72,18.0,6.0,0.032,1508.0,,hyderabad,desktop,data analitics online,,5.424676209952284
A2423,data anlytics corse,90.0,5319.0,208.19,13.0,7.0,0.07777777777777778,1719.0,2024-11-26,hyderabad,tablet,data anaytics training,0.01692047377326565,7.256880733944954
A2424,dataanalyticscourse,155.0,4532.0,203.44,19.0,8.0,0.052,1709.0,,hydrebad,desktop,learn data analytics,0.03420123565754634,7.400511207235549
A2425,data analytcis course,125.0,3458.0,180.49,19.0,3.0,0.024,1754.0,2024-11-09,hyderbad,tablet,data analitics online,0.03614806246385194,8.717989916338855
A2426,data analytics corse,151.0,5432.0,204.76,18.0,9.0,0.06,,,hydrebad,mobile,data anaytics training,0.02779823269513991,
A2427,data analytics corse,82.0,3052.0,211.11,12.0,3.0,0.037,1917.0,,hyderabad,desktop,learn data analytics,0.026867627785058978,8.080574108284779
A2428,data analytcis course,198.0,5718.0,194.37,13.0,8.0,0.04,1118.0,2024-11-16,hydrebad,tablet,data anaytics training,0.03462749213011543,4.751916448011524
A2429,data analytcis course,115.0,4762.0,241.63,20.0,8.0,0.058,1555.0,,hyderbad,desktop,data analytics course,0.024149517009659806,5.4354591731159205
A2430,data analytics corse,158.0,4953.0,243.07,20.0,8.0,0.051,1955.0,2024-11-04,hyderabad,tablet,learn data analytics,0.03189985867151222,7.042950590364916
A2431,dataanalyticscourse,102.0,3784.0,219.45,13.0,9.0,0.045,1967.0,,hyderabad,desktop,data analytics course,0.026955602536997886,7.963317384370016
A2432,data analytcis course,93.0,,192.81,22.0,7.0,0.075,1726.0,,hydrebad,desktop,learn data analytics,,7.951817851771174
A2433,data analytics corse,198.0,5860.0,185.25,24.0,9.0,0.041,1950.0,2024-11-01,hydrebad,tablet,data anaytics training,0.03378839590443686,9.526315789473685
A2434,data analytics corse,174.0,4169.0,189.36,23.0,8.0,0.046,1110.0,,hyderabad,tablet,data analytics course,0.04173662748860638,4.861850443599493
A2435,data anlytics corse,193.0,5831.0,,24.0,5.0,0.025906735751295335,1265.0,2024-11-14,hyderbad,mobile,online data analytic,0.03309895386726119,
A2436,data analytics corse,117.0,5269.0,196.1,26.0,,,1096.0,,hydrebad,desktop,online data analytic,0.022205352059214273,4.588985211626721
A2437,data analytics corse,147.0,5793.0,240.32,25.0,5.0,0.049,1645.0,,hyderabad,tablet,data analytics course,0.025375453133091662,5.845039946737684
A2438,data analytics corse,179.0,3338.0,218.33,30.0,7.0,0.039,,,hyderabad,desktop,data analitics online,0.053624925104853206,
A2439,data anlytics corse,194.0,4297.0,237.87,22.0,3.0,0.015463917525773196,1739.0,,hyderabad,desktop,data analytics course,0.04514777751919944,6.310715937276664
A2440,data analytics corse,112.0,3961.0,214.45,13.0,7.0,0.0625,1594.0,,hyderabad,desktop,analytics for data,0.02827568795758647,6.432968057822336
A2441,dataanalyticscourse,88.0,5063.0,195.2,22.0,3.0,0.034,1460.0,,hyderabad,mobile,analytics for data,0.01738099940746593,6.479508196721311
A2442,data analytcis course,172.0,5635.0,200.16,21.0,7.0,0.036,1727.0,,hyderbad,mobile,data analitics online,0.030523513753327416,7.628097521982414
A2443,data analytcis course,81.0,4404.0,239.62,11.0,4.0,0.035,1814.0,2024-11-21,hydrebad,mobile,data analytics course,0.018392370572207085,6.570319672815291
A2444,dataanalyticscourse,142.0,4312.0,213.54,21.0,7.0,0.049,1666.0,,hyderabad,desktop,learn data analytics,0.03293135435992579,6.80181698979114
A2445,data analytics corse,111.0,3302.0,193.18,30.0,10.0,0.09009009009009009,1783.0,,hyderbad,mobile,analytics for data,0.03361599030890369,8.229733926907548
A2446,data analytics corse,81.0,3575.0,192.71,27.0,4.0,0.049,1158.0,,hyderabad,tablet,online data analytic,0.022657342657342656,5.009029111099579
A2447,data analytcis course,112.0,5055.0,213.36,26.0,5.0,0.058,1959.0,,hyderabad,desktop,data anaytics training,0.022156280909990108,8.181664791901012
A2448,data analytics corse,101.0,5415.0,236.41,13.0,10.0,0.039,1832.0,,hyderabad,tablet,learn data analytics,0.018651892890120036,6.749249185736644
A2449,data analytics corse,166.0,3118.0,212.46,25.0,7.0,0.042,1813.0,,hyderabad,tablet,online data analytic,0.05323925593329057,7.533370987479996
A2450,dataanalyticscourse,,5271.0,,14.0,8.0,,1629.0,,hyderabad,mobile,data analitics online,,
A2451,data analytcis course,148.0,,214.26,21.0,8.0,0.05405405405405406,1629.0,,hyderabad,tablet,data analitics online,,6.602912349481938
A2452,data analytcis course,126.0,5250.0,239.73,30.0,4.0,0.032,1070.0,,hydrebad,tablet,analytics for data,0.024,3.463354607266508
A2453,data anlytics corse,119.0,4405.0,233.66,25.0,3.0,0.039,1407.0,,hyderabad,desktop,data analytics course,0.027014755959137344,5.0215698022768125
A2454,data analytics corse,189.0,5060.0,236.54,26.0,7.0,0.043,1877.0,2024-11-10,hyderbad,mobile,data anaytics training,0.03735177865612648,6.935232941574364
A2455,dataanalyticscourse,167.0,3296.0,246.85,29.0,8.0,0.048,1723.0,,hydrebad,desktop,data analitics online,0.05066747572815534,5.979947336439134
A2456,data analytcis course,198.0,3499.0,209.74,30.0,9.0,0.04,1893.0,,hyderabad,desktop,data analytics course,0.056587596456130325,8.025460093449032
A2457,dataanalyticscourse,95.0,3449.0,184.55,10.0,10.0,0.041,1601.0,,hyderabad,mobile,analytics for data,0.027544215714699914,7.675155784340287
A2458,dataanalyticscourse,181.0,3738.0,206.61,16.0,9.0,0.05,1868.0,,hyderabad,mobile,online data analytic,0.04842161583734617,8.041188713034218
A2459,data analytics corse,105.0,4236.0,180.2,12.0,7.0,0.067,,2024-11-24,hyderbad,mobile,learn data analytics,0.024787535410764873,
A2460,data analytics corse,178.0,5751.0,205.34,24.0,10.0,0.056179775280898875,1903.0,,hyderabad,desktop,data analytics course,0.03095113893235959,8.267556248173761
A2461,data analytcis course,127.0,5050.0,184.77,28.0,9.0,0.071,1906.0,,hyderbad,desktop,data analitics online,0.02514851485148515,9.315527412458732
A2462,data anlytics corse,198.0,4773.0,202.54,17.0,10.0,0.050505050505050504,1082.0,2024-11-19,hydrebad,mobile,data analitics online,0.041483343808925204,4.34215463612126
A2463,data analytcis course,86.0,5652.0,249.13,25.0,7.0,0.081,1981.0,,hyderabad,mobile,data anaytics training,0.01521585279547063,6.951671817926384
A2464,data analytics corse,,5085.0,182.42,11.0,7.0,,1109.0,,hydrebad,desktop,online data analytic,,5.079377261265213
A2465,dataanalyticscourse,191.0,5070.0,247.41,12.0,4.0,0.020942408376963352,1266.0,,hyderabad,mobile,analytics for data,0.03767258382642998,4.117012246877652
A2466,data analytcis course,139.0,5879.0,197.9,24.0,4.0,0.029,1476.0,2024-11-05,hyderabad,mobile,data analytics course,0.023643476781765607,6.4583122789287515
A2467,data analytics corse,197.0,3620.0,235.19,18.0,7.0,0.036,1740.0,,hydrebad,mobile,online data analytic,0.05441988950276243,6.398273736128236
A2468,dataanalyticscourse,116.0,4250.0,216.66,10.0,9.0,0.078,1877.0,,hyderbad,mobile,data anaytics training,0.027294117647058823,7.663343487491923
A2469,dataanalyticscourse,192.0,4850.0,235.42,22.0,10.0,0.052,1124.0,2024-11-14,hydrebad,desktop,analytics for data,0.03958762886597938,3.774445671565713
A2470,data analytics corse,118.0,3815.0,185.78,16.0,4.0,0.03389830508474576,1093.0,,hyderabad,desktop,data analitics online,0.0309305373525557,4.883302831305846
A2471,data anlytics corse,172.0,5741.0,198.44,14.0,4.0,0.023,1755.0,,hyderbad,desktop,analytics for data,0.029959937293154503,7.843983067929853
A2472,dataanalyticscourse,174.0,4272.0,240.77,16.0,7.0,0.041,1004.0,,hydrebad,desktop,learn data analytics,0.04073033707865169,3.169954728579142
A2473,data analytics corse,175.0,4974.0,182.22,21.0,5.0,0.02857142857142857,1300.0,,hyderbad,mobile,learn data analytics,0.03518295134700442,6.134233344309076
A2474,data analytcis course,,3215.0,191.22,30.0,7.0,,1588.0,2024-11-23,hyderabad,desktop,analytics for data,,7.304570651605481
A2475,dataanalyticscourse,,3723.0,201.32,21.0,8.0,,,,hyderbad,tablet,data analytics course,,
A2476,data analytcis course,103.0,4670.0,203.4,21.0,4.0,0.038834951456310676,1562.0,,hyderabad,mobile,analytics for data,0.022055674518201285,6.67944936086529
A2477,data analytcis course,187.0,4474.0,182.47,10.0,,,1768.0,,hyderabad,tablet,online data analytic,0.041797049620026824,8.689263988600866
A2478,data analytcis course,,3009.0,195.17,,6.0,,1083.0,2024-11-23,hyderbad,tablet,data analitics online,,4.549008556642927
A2479,data analytcis course,109.0,3933.0,189.73,11.0,4.0,0.03669724770642202,1700.0,,hyderabad,desktop,data analitics online,0.027714213068904144,7.9601011964370425
A2480,data analytics corse,118.0,4360.0,232.09,10.0,9.0,0.076,1252.0,,hyderabad,desktop,data anaytics training,0.02706422018348624,4.394459046059718
A2481,dataanalyticscourse,164.0,5120.0,185.69,10.0,5.0,0.031,1597.0,,hyderabad,tablet,analytics for data,0.03203125,7.600355431094835
A2482,dataanalyticscourse,166.0,3887.0,192.0,24.0,9.0,0.054,1890.0,2024-11-13,hyderbad,tablet,data analytics course,0.042706457422176484,8.84375
A2483,data analytcis course,88.0,3909.0,189.57,30.0,10.0,0.114,1750.0,,hyderbad,desktop,data anaytics training,0.02251215144538245,8.23141847338714
A2484,dataanalyticscourse,125.0,3017.0,232.51,14.0,7.0,0.056,1510.0,2024-11-08,hyderbad,tablet,data anaytics training,0.04143188597944979,5.49434432927616
A2485,dataanalyticscourse,,5127.0,206.95,26.0,5.0,,1902.0,,hydrebad,desktop,online data analytic,,8.190625755013288
A2486,data analytics corse,151.0,3992.0,212.42,10.0,9.0,0.06,1890.0,2024-11-26,hydrebad,tablet,learn data analytics,0.037825651302605214,7.897467281800207
A2487,dataanalyticscourse,182.0,3554.0,181.74,18.0,4.0,0.022,1933.0,,hyderabad,tablet,learn data analytics,0.051209904333145755,9.636073511609991
A2488,data analytcis course,84.0,4051.0,196.83,21.0,4.0,0.048,1094.0,2024-11-14,hyderabad,mobile,online data analytic,0.020735620834361885,4.5580958187268195
A2489,data anlytics corse,127.0,3541.0,239.47,16.0,10.0,0.079,1474.0,2024-11-25,hyderbad,tablet,data anaytics training,0.035865574696413445,5.155259531465319
A2490,dataanalyticscourse,104.0,5878.0,228.79,21.0,3.0,0.05,1101.0,,hyderbad,mobile,data analytics course,0.017693092888737667,3.812273263691595
A2491,data analytics corse,161.0,4611.0,228.34,26.0,7.0,0.043,1473.0,,hydrebad,tablet,data analitics online,0.03491650401214487,5.450906542874661
A2492,data analytics corse,141.0,4764.0,187.72,28.0,4.0,0.028,1428.0,2024-11-16,hydrebad,mobile,analytics for data,0.02959697732997481,6.6070743660771365
A2493,data analytcis course,186.0,4603.0,191.84,26.0,9.0,0.047,1918.0,,hyderabad,desktop,learn data analytics,0.04040842928524875,8.99791492910759
A2494,data analytics corse,,5003.0,195.4,15.0,7.0,,1273.0,,hyderbad,desktop,data anaytics training,,5.514841351074718
A2495,dataanalyticscourse,124.0,5212.0,190.83,13.0,6.0,0.048,1399.0,2024-11-07,hydrebad,desktop,data analytics course,0.023791250959324637,6.3311324215270135
A2496,data anlytics corse,97.0,5285.0,249.65,12.0,7.0,0.051,1411.0,,hydrebad,desktop,data anaytics training,0.018353831598864712,4.6519126777488475
A2497,data analytics corse,111.0,3177.0,224.51,18.0,8.0,0.07207207207207207,1946.0,2024-11-25,hyderabad,desktop,learn data analytics,0.03493862134088763,7.6677653556634455
A2498,data analytics corse,93.0,5571.0,185.71,12.0,7.0,0.075,1630.0,,hyderabad,tablet,online data analytic,0.01669359181475498,7.777125625975984
A2499,dataanalyticscourse,92.0,3237.0,245.48,15.0,6.0,0.065,,,hyderbad,desktop,data analitics online,0.02842137781896818,
A2500,dataanalyticscourse,138.0,5314.0,198.39,17.0,10.0,0.072,1250.0,2024-11-20,hyderabad,desktop,online data analytic,0.025969138125705685,5.300720802459803
A2501,dataanalyticscourse,129.0,4452.0,196.06,10.0,9.0,0.053,1069.0,,hyderbad,tablet,learn data analytics,0.028975741239892182,4.452412526777517
A2502,data analytcis course,183.0,3920.0,235.79,20.0,7.0,0.038,1238.0,2024-11-17,hyderbad,mobile,data anaytics training,0.04668367346938775,4.250434708851096
A2503,data analytics corse,154.0,4603.0,214.0,20.0,3.0,0.019,1709.0,2024-11-18,hyderabad,tablet,data analytics course,0.03345644145122746,6.985981308411215
A2504,data analytcis course,95.0,4938.0,204.5,12.0,6.0,0.046,1494.0,,hydrebad,tablet,data anaytics training,0.01923855812069664,6.30562347188264
A2505,data anlytics corse,173.0,5291.0,,23.0,8.0,0.046242774566473986,1557.0,,hyderbad,mobile,data analitics online,0.032697032697032696,
A2506,data anlytics corse,112.0,4072.0,211.56,17.0,10.0,0.089,1229.0,,hyderabad,desktop,analytics for data,0.0275049115913556,4.809226696918132
A2507,data analytics corse,170.0,5953.0,186.11,25.0,8.0,0.047058823529411764,1080.0,2024-11-26,hydrebad,mobile,data analitics online,0.02855703006887284,4.803019719520713
A2508,data analytics corse,96.0,,232.87,,10.0,0.053,1162.0,,hyderabad,mobile,learn data analytics,,3.9899085326577057
A2509,data analytcis course,113.0,3104.0,230.92,28.0,9.0,0.08,1422.0,,hyderabad,tablet,data analytics course,0.036404639175257734,5.157976788498181
A2510,data anlytics corse,145.0,4882.0,217.25,22.0,3.0,0.021,1814.0,2024-11-19,hyderabad,mobile,analytics for data,0.0297009422367882,7.349827387802072
